attrib_name	01CO006	01CO008	05CO004	05CO006	05CO007	05CO011	05CO015	05CO020	05CO028	05CO029	05CO032	05CO033	06CO001	06CO002	09CO005	09CO006	09CO008	14CO001	14CO002	20CO001	20CO003	05CO002	01CO005	01CO001	05CO003	05CO049	22CO004	05CO037	11CO033	20CO006	11CO043	20CO007	11CO042	11CO032	16CO002	11CO018	16CO006	11CO031	09CO011	05CO039	21CO006	05CO034	01CO022	20CO004	05CO048	09CO013	21CO007	15CO002	11CO062	05CO035	16CO003	11CO019	11CO030	01CO019	11CO005	01CO015	15CO001	11CO048	13CO001	27CO004	11CO010	05CO041	11CO020	11CO007	05CO026	11CO045	16CO011	14CO005	22CO006	11CO037	14CO003	05CO044	11CO036	11CO008	11CO060	11CO039	11CO070	11CO079	05CO053	11CO072	11CO027	11CO077	05CO054	05CO050	11CO058	11CO057	09CO022	11CO054	11CO053	11CO052	11CO061	11CO044	05CO045	11CO021	11CO047	11CO022	09CO014	09CO015	09CO018	09CO019
NAP1L4	2.278	2.8934	3.6029	2.2418	3.706	2.845	2.9241	2.797	3.0036	2.669	3.3771	3.0383	2.7257	3.0644	3.0925	2.5236	3.1391	2.862	3.1243	3.1985	3.157	3.3757	2.9203	2.9579	2.257	3.0618	3.2032	2.9373	2.7312	2.8074	3.1522	2.257	2.6017	2.742	2.5135	3.4692	3.337	3.5348	3.144	2.9973	2.1827	3.1859	2.6645	2.7192	2.7247	2.7751	3.1285	2.8339	3.1538	2.6893	3.0126	2.6893	3.144	3.813	3.3854	3.1683	3.5638	3.511	3.3441	2.5122	2.844	3.4141	3.1875	3.3377	2.857	3.2972	3.2965	3.3583	3.3248	3.9336	3.26	2.6554	3.116	3.1635	3.6363	3.2555	3.1803	3.3799	3.6358	3.0126	3.2623	3.2079	3.1457	3.4777	3.3667	3.1152	2.6893	3.116	2.862	2.6915	1.9964	2.5261	2.8043	2.8875	2.6346	3.1359	2.6088	3.263	2.5509	2.742
MRPS9	2.6668	2.2957	2.1227	0.8718	2.2418	2.6645	2.2418	1.7485	1.6599	2.2928	1.7866	0	2.5286	0	2.0635	2.8053	2.2839	2.1827	2.9088	1.7991	0	1.7824	3.6679	2.1859	1.9964	2.4114	1.8359	1.3561	1.7137	2.254	1.585	2.6206	2.3306	1.8156	2.5135	1.441	1.3561	0.1506	2.3896	2.6576	0	1.9146	1.6915	3.3951	0	1.9298	1.4906	1	1.6088	1.8074	1.6554	1.8278	1.1375	0.696	2.278	1.5509	0	2.0531	1.1827	0	1.7991	1.5558	2.067	2.254	1.3277	0	2.3248	1.9891	1.3561	0.251	2.0909	1.3219	1.4594	1.6135	1.9184	2.0841	1.4594	1.7991	2.0635	2.0635	2.266	1.8953	1.9964	1.263	1.7824	2.269	1.9964	2.266	1.6229	2.6915	1.9964	2.7398	2.2957	1.2327	2.6346	1.2388	1.1827	2.5185	1.844	1.6135
HSD17B11	2.844	3.1043	3.4653	3.5021	2.2418	3.1747	2.7181	2.9745	3.1595	2.511	2.8298	3.0383	3.079	2.516	2.4209	3.218	2.8992	2.6668	1.111	2.546	2.0179	3.5046	1.9146	2.9579	3.2555	3.3799	3.4588	2.6622	2.541	2.8074	3.0126	3.2645	2.9873	3.2965	3.3248	3.1119	3.144	2.9819	3.144	3.275	2.9203	2.126	2.516	2.991	2.5472	2.257	2.9745	2.6485	2.1177	2.6893	3.1827	3.3356	2.4141	2.342	3.2373	2.1342	2.6668	2.4489	1.1827	0	3.1473	1.9928	2.4621	2.5558	2.2869	2.1309	2.5753	2.9727	1.9709	2.211	2.8258	2.8972	2.5656	2.9021	3.0875	2.8258	2.9873	2.4489	2.0635	3.4202	2.8379	2.8992	2.4343	2.8866	2.067	3.257	3.1699	3.2311	2.2265	2.6915	3.0505	2.7398	2.5583	2.2957	2.6346	3.3205	3.0925	2.7908	1.844	3.3161
DUSP3	2.5008	1.8639	2.1227	2.2418	2.5059	2.6645	2.5008	3.14	1.9855	2.511	3.2126	3.2342	3.2211	3.61	2.6747	3.0144	3.4796	2.862	2.6826	3.3646	4.0921	2.5753	2.3248	1.2141	2.6668	2.5945	2.1538	2.5008	2.3045	0.9855	2.4594	2.257	2.9873	2.9727	2.3132	2.844	1.9891	1.9184	2.3896	1.541	3.7782	2.6576	2.1276	1.7004	2.7247	2.257	2.6229	2.6485	1.8953	2.5185	3.0126	2.5185	2.6485	2.7225	2.844	2.3923	2.9088	2.4489	2.8972	2.8053	2.669	2.5777	3.3377	2.5558	2.5084	3.2972	2.5753	2.9727	3.6159	4.0858	2.516	1.9241	2.5656	3.3923	2.6323	3.4336	2.067	3.6129	2.0635	2.0635	2.8379	3.2079	2.9505	3.116	2.067	2.6415	2.3923	2.266	2.6645	2.4542	3.2645	2.7398	3.1651	3.111	2.8914	2.3089	3.2884	3.263	2.5509	3.3161
PIK3R4	3.0054	0	2.4489	2.2418	2.5059	1.5945	1.4594	2.797	0	1.8074	0	1.9298	1.6915	1.4276	1.6229	1.1635	2.2839	1.8278	1.7004	2.546	2.0179	2.3477	0	2.1859	2.257	2.7698	2.1538	2.1243	1.3161	1.406	2.4594	2.6206	2.3306	2.211	1.1375	2.844	1.9891	1.9184	0.0566	2.211	0	1.9146	1.9336	1.7004	1.9964	2.5311	2.6229	2.8339	2.2987	2.5185	2.0635	1.5211	2.1043	2.7225	2.278	2.568	1.9891	2.0531	2.4489	1.4168	1.4383	2.5777	1.4594	1.8359	2.5084	2.8217	2.5753	2.4005	2.3618	2.8359	2.0909	1.9241	3.5129	0.0566	1.9184	0	2.7442	0.0841	1.406	1.4276	0	0.1506	1.3561	1.263	1.7824	2.0426	2.6893	2.0635	1.9672	1.844	2.4489	1.4699	2.2957	2.2957	2.278	1.2388	2.862	1.7268	2.5509	0.0566
SQSTM1	1.4383	0	1.7004	0.8718	2.7334	0.5361	2.5008	1.3561	0.5945	1.8074	1.7866	1.3391	1.2869	0	0	0	1.2449	1.8278	1.111	1.189	1.4222	1.3561	2.3248	1.7866	2.6668	1.5509	0.7312	1.9146	1.3161	1.406	0.516	2.0531	1.9964	2.211	1.1375	1.441	1.3561	2.5692	1.7137	2.211	0	1.6554	1.6915	1.7004	1.9964	1.9298	2.1342	2.0356	2.2987	1.4489	1.0356	1.5211	1.7181	1.7824	1.2388	1.5509	0	0	1.7225	1.4168	1.0426	1.9928	1.4594	2.254	2.2869	0	1.6182	1.3618	1.9709	0.251	2.516	1.3219	0	2.2234	0	1.4383	0	0.0841	1.406	1.4276	2.8379	0.1506	1.9964	0	2.3434	2.0426	2.6893	0.903	1.6229	1.4168	1.9964	1.4699	2.2957	2.2957	2.278	1.2388	1.1827	1.7268	0.0976	1.6135
NMI	1.7824	1.2388	0	1.9146	0.8953	0.5361	2.5008	2.0635	2.251	1.8074	3.2126	2.6112	1.2869	1.4276	2.0635	2.1859	0	1.4168	1.7004	1.7991	2.4383	1.7824	0	1.2141	3.2555	1.1827	1.4168	1.9146	0.585	0.3896	1.9336	0.757	0	1.8156	0	2.0993	1.3561	2.9819	0.0566	1.541	2.1827	1.6554	1.9336	0	2.5472	0.8797	1.1309	1.4168	2.2987	1.4489	2.0635	0.546	1.1375	0.696	0	2.1342	1.3448	0	2.4489	2.067	1.7991	2.969	0.0144	1.2388	1.7004	1.4699	1.6182	1.3618	2.3618	2.211	3.26	0	2.144	0.0566	0	2.0841	1.4594	0.0841	1.406	0	0	0.1506	1.9964	0	0	0	2.2079	1.3391	2.2265	1.844	1.3448	0.8953	1.9819	0	0	0	1.1827	0	0.0976	1.6135
DPM1	2.844	3.2972	3.1538	3.2373	2.2418	3.3016	2.7181	2.797	2.251	2.2928	3.0312	2.844	3.079	3.0644	1.6229	2.8053	2.8992	2.4489	2.6826	2.8248	1.4222	2.9523	3.1391	2.9579	2.257	2.7698	3.0321	3.1803	3.0479	2.254	3.1522	2.4489	3.4607	2.742	2.5135	3.6311	2.9477	3.5348	3.591	3.6536	2.7181	2.6576	2.6645	2.4436	3.0054	3.6519	2.8074	2.9855	2.9373	1.8074	3.0126	2.98	2.839	3.295	2.5945	3.0444	3.3001	2.7463	2.126	3.251	2.669	3.281	2.9928	3.0072	1.7004	2.8217	2.9791	3.3583	3.1424	2.8359	3.0505	2.6554	2.144	3.3923	3.3785	2.8258	2.9873	3.3799	3.2765	3.0126	3.2623	2.8992	3.1457	3.3161	2.3434	2.4621	3.0635	2.4489	1.9672	2.8934	3.2645	2.7398	3.3377	3.111	3.1243	3.1359	2.269	2.5185	3.6135	3.5509
ADGRE5	2.0531	1.2388	2.1227	2.5097	1.4699	2.4489	2.7181	1.3561	1.9855	2.0635	2.2403	1.3391	1.6915	1.4276	2.0635	1.7782	0	1.4168	0	1.189	2.0179	2.5753	1.9146	1.2141	1.6915	1.1827	0.7312	1.9146	1.3161	2.0179	1.585	1.8115	0	1.2265	1.1375	1.441	0	1.9184	1.7137	1.541	2.1827	1.9146	1.9336	2.269	2.5472	1.9298	1.1309	1.4168	2.4931	1.8074	1.6554	1.2016	2.4141	2.342	0	2.1342	2.3923	0	1.7225	2.067	1.0426	1.5558	2.067	2.254	2.0197	2.1309	1.0215	1.3618	1.9709	0.251	2.0909	2.3377	2.144	2.2234	1.9184	1.4383	1.4594	0.0841	2.0635	0	0	0.1506	1.3561	1.8934	2.8032	2.0426	2.2079	2.9919	3.0126	1.844	2.4489	2.7398	2.5583	2.6276	2.278	2.3089	1.1827	2.7908	1.844	2.742
FKBP9	1.7824	0	2.4489	2.2418	4.0444	2.4489	2.5008	2.3533	1.9855	1.4489	2.546	2.319	1.9964	2.8237	1.0144	1.7782	1.2449	2.4489	2.0909	2.2296	1.4222	2.9523	2.3248	2.1859	1.2869	1.9146	1.8359	2.1243	1.3161	2.6485	1.585	2.0531	1.9964	1.2265	1.1375	0	1.3561	1.9184	1.7137	0.0286	1.2016	1.9146	0.9561	1.1763	1.4168	1.4594	1.1309	2.257	1.3391	1.8074	2.384	2.0875	2.4141	1.7824	1.8679	2.3923	1.9891	0	1.7225	1.4168	1.4383	1.5558	2.067	1.2388	1.7004	1.4699	2.3248	2.4005	1.3561	2.211	2.0909	1.9241	1.4594	2.6206	2.8718	2.0841	2.4594	3.3799	2.8339	2.4594	2.8379	2.8992	2.7203	2.6264	1.7824	1.7866	1.516	2.4489	2.2265	2.6915	1.9964	2.254	2.2957	2.8875	2.278	2.3089	1.8278	2.1859	0.0976	2.742
PPIF	0.4436	2.2957	2.4489	2.2418	2.5059	1.9373	2.7181	2.5777	2.4699	2.8359	2.546	2.6112	3.2211	2.516	1.0144	2.8053	2.2839	2.4489	3.1243	1.7991	0	2.3477	2.6645	2.742	1.9964	1.1827	2.6508	1.3561	2.541	2.254	2.4594	1.5211	2.3306	1.2265	2.0909	2.0993	1.3561	0.1506	0.0566	2.211	1.7949	1.9146	0.9561	2.5753	2.2141	2.257	1.8639	2.0356	1.3391	2.2957	2.384	2.3132	2.4141	1.7824	2.5945	2.3923	1.3448	1.4168	2.126	1.4168	2.2898	1.9928	1.4594	2.254	2.0197	2.1309	2.3248	3.3583	1.9709	0.251	3.0505	1.9241	0	1.6135	1.3391	2.5033	1.4594	0.0841	2.0635	1.4276	0	0.1506	2.7203	1.263	1.3561	1.7866	0.7908	1.6088	1.9672	2.6915	0	1.9184	0.8718	1.8836	2.278	2.3089	1.1827	2.1859	1.844	1.6135
PSIP1	2.278	2.2957	2.4489	1.9146	0.8953	2.6645	1.4594	2.0635	1.9855	2.98	1.7866	3.0383	2.272	0	2.0635	2.5236	2.6276	2.4489	2.0909	2.546	2.0179	2.5753	1.3161	1.7866	1.6915	2.4114	3.0321	2.5008	2.0426	1.406	2.846	1.5211	2.8074	2.211	1.1375	2.5211	1.9891	0.1506	1.7137	2.6576	2.4699	1.3561	2.9136	1.7004	3.4443	2.5311	2.406	2.6485	1.8953	2.2957	2.0635	2.0875	1.1375	2.5385	2.278	2.3923	2.6668	0	2.126	2.5122	2.4957	2.8053	3.1875	2.5558	2.857	2.1309	2.0356	1.3618	2.9241	2.211	2.516	2.3377	2.144	1.6135	3.0875	3.4336	2.7442	2.8629	2.8339	2.7887	2.8379	1.8953	2.4343	2.6264	2.067	2.269	2.6893	2.9919	2.862	1.844	1.9964	1.9184	2.8043	1.8836	1.189	2.8992	1.8278	2.7908	1.844	2.742
KIAA1324	3.2608	1.2388	2.1227	3.5021	0.8953	1.2265	0	1.7485	3.1595	1.0976	1.7866	0	1.2869	0	1.0144	0	1.8718	0	0	0	0	0	0	1.2141	1.6915	2.1827	0	3.4621	0.585	2.4607	0	0.757	0	1.2265	1.4931	0	0	0.1506	0.0566	3.4712	1.7949	0	3.0461	0	0	0.8797	1.4906	0.3896	2.4931	0.4542	0	0	0	0.696	2.278	0	4.3712	0	0	0	0	0	3.7142	1.2388	0.6135	0	0	0	0	0.251	0	0	0	0.0566	1.9184	0	0	0.0841	1.406	0	0	0.1506	1.3561	0	0	0.4542	0	0	0.546	0	0	0	0	0	0	2.3089	0	0	0.0976	0.0566
RBBP4	0.4436	0	2.1227	2.2418	1.4699	1.2265	0.8718	0	1.275	1.4489	1.7866	0	0.6041	1.4276	1.0144	1.1635	1.2449	0	1.111	0	0	1.3561	0	0	1.2869	1.1827	0.7312	0.903	1.3161	0.3896	1.585	1.8115	1.0072	1.2265	2.0909	2.0993	1.9891	0.1506	0.0566	0.0286	1.2016	0.3896	2.1276	2.269	1.9964	1.4594	0.4542	2.0356	0.8953	1.4489	1.0356	1.8278	1.7181	1.7824	1.2388	2.1342	1.3448	0	2.126	1.4168	2.0635	3.1243	0.0144	1.2388	0.6135	0	1.6182	0	0	0.251	0	0	0	0.0566	1.9184	2.5033	1.4594	0.0841	2.0635	2.0635	2.266	1.8953	1.9964	1.263	0.6508	1.7866	1.7866	2.266	1.2388	1.4168	0	1.4699	0	1.2327	0	0	0	1.1243	0.0976	0.0566
COPS5	2.6668	2.6346	2.4489	2.2418	2.5059	3.0126	1.9184	2.9745	1.6599	2.2928	2.546	1.9298	2.5286	2.8237	3.0925	2.8053	2.6276	1.4168	2.437	2.546	2.9727	2.3477	1.9146	2.1859	1.2869	1.9146	3.0321	2.1243	2.541	1.7398	2.211	1.8115	2.3306	2.211	1.8359	2.0993	1.9891	2.5692	1.7137	2.9973	2.4699	2.4957	2.3277	2.0942	2.2141	1.9298	2.406	2.0356	2.1177	1.8074	2.384	2.5185	2.4141	1.3561	2.5945	2.568	1.9891	2.0531	2.4489	2.8053	2.669	2.969	2.4621	2.8237	1.7004	2.1309	2.9791	2.7148	2.6668	2.211	2.516	1.9241	2.144	2.6206	1.3391	2.8258	2.067	2.4489	2.5185	2.0635	1.254	1.8953	1.9964	2.6264	2.067	2.269	2.2079	1.852	2.2265	2.1827	2.4489	2.254	2.2957	1.2327	1.8156	1.2388	1.1827	2.1859	1.844	2.2928
SMARCC1	0.4436	2.2957	2.1227	0.8718	1.9336	1.5945	0.8718	1.7485	2.4699	1.8074	1.7866	1.3391	0	0	2.0635	1.1635	1.8718	2.1827	2.437	1.7991	1.4222	1.3561	1.3161	0	1.2869	1.1827	1.8359	1.6554	1.3161	2.254	1.1953	1.8115	0	0	2.0909	0	1.3561	0.1506	0.0566	0.0286	1.2016	1.3561	2.516	2.269	1.7225	2.257	1.1309	1.7485	0.2987	2.2957	0	0.546	0	1.7824	0	1.2203	1.9891	1.4168	1.7225	1.4168	2.0635	0	0.0144	1.2388	2.0197	0	0	0	1.3561	2.211	1.4276	1.3219	2.144	0.0566	1.3391	1.4383	2.067	1.7991	0	0	1.254	0.1506	0	0	0.6508	2.0426	1.2449	0.903	2.4542	0.7312	0	1.9184	0	2.2957	1.8156	2.3089	2.269	2.7908	1.844	1.6135
MMP2	1.0704	0	2.4489	0.8718	1.9336	2.2141	1.4594	2.797	0	1.0976	1.7866	2.844	1.6915	2.8237	1.6229	1.1635	2.2839	0.7824	0	3.0126	2.0179	2.3477	0	0	1.9964	0	0	1.9146	2.7312	0.9855	2.4594	2.0531	1.0072	1.8156	0	0	0	0.1506	0.0566	0.0286	1.2016	0.9107	0.9561	0.263	1.4168	0.8797	0.4542	1	2.6645	1.0841	1.0356	1.5211	0	0	0	0	1.3448	0	0	1.4168	1.4383	0	1.4594	1.8359	0	0	1.0215	1.3618	0	0.251	0	2.6554	1.4594	2.2234	1.3391	1.4383	1.4594	1.7991	2.0635	2.0635	1.844	3.8166	0	3.3161	2.3434	1.4436	0.2987	0.3896	1.2388	2.6915	3.2645	0.8953	1.9819	0	1.189	1.2388	1.1827	2.5185	3.009	2.2928
EIF2B3	1.7824	1.8639	1.0426	1.4489	0.8953	1.5945	1.4594	1.3561	1.275	1.4489	1.1635	0	0.6041	1.4276	1.6229	0	1.8718	1.4168	1.7004	1.7991	1.4222	1.7824	1.9146	1.7866	0.585	1.9146	1.4168	1.9146	2.3045	1.406	1.585	2.7634	1.0072	1.2265	1.8359	1.441	1.3561	1.9184	0.0566	0.0286	1.2016	2.4957	0.9561	2.0942	1.4168	1.9298	2.1342	2.0356	1.8953	1.4489	1.6554	2.0875	1.1375	1.7824	1.2388	1.8758	1.9891	2.0531	1.7225	2.067	1.4383	1.5558	2.067	0	0.6135	2.1309	1.0215	0	2.3618	0.251	2.0909	1.3219	0	0.0566	1.9184	2.0841	1.4594	2.4489	1.406	1.4276	0	1.8953	1.9964	1.8934	1.3561	1.0976	2.5423	1.6088	1.6229	0.7312	1.3448	0.8953	0	1.8836	1.189	0	2.6088	1.1243	2.5509	2.742
RHOT1	2.278	0	0	1.9146	0	1.9373	2.5008	2.3533	0.5945	2.0635	0	1.3391	2.9107	2.516	2.0635	1.7782	2.6276	1.8278	2.0909	2.2296	2.4383	2.3477	2.9203	2.1859	0.585	1.5509	2.1538	2.5008	1.3161	0.9855	1.585	1.8115	2.3306	1.8156	2.5135	1.441	2.4033	0.1506	1.7137	2.211	1.7949	2.8176	0.9561	1.9298	1.0215	1.9298	1.8639	1.4168	1.8953	1.8074	1.6554	3.2265	1.7181	1.7824	0	1.5509	2.6668	1.4168	2.126	2.5122	2.0635	1.5558	2.067	1.2388	1.7004	2.5385	2.0356	2.7148	1.9709	2.211	2.516	1.9241	2.5656	1.6135	0	0	1.4594	0.0841	0	0	1.254	2.511	0	1.8934	1.3561	2.269	1.7866	2.0635	2.4542	0	0	1.9184	0.8718	1.8836	1.8156	2.6415	1.8278	2.1859	0.0976	2.2928
RPAP3	2.0531	2.2957	1.7004	0.8718	0.8953	1.2265	0	0.6508	1.9855	1.0976	1.1635	0	0.6041	0	0	0	1.2449	0	1.111	0	0	0.6781	0	1.7866	0.585	1.1827	1.4168	0.903	0	0	1.1953	1.8115	0	1.2265	1.4931	1.441	1.9891	1.9184	1.7137	2.211	1.2016	2.126	1.6915	1.7004	1.0215	0.8797	2.1342	1.4168	2.1177	2.5185	1.0356	1.2016	0	1.3561	0	1.5509	1.9891	1.4168	2.4489	1.4168	1.7991	1.5558	2.067	1.2388	2.0197	1.4699	1.0215	1.3618	0	0.251	0	1.3219	0	1.6135	0	1.4383	0	0.0841	2.0635	0	1.254	0.1506	1.3561	1.263	0.6508	1.4436	2.3923	1.3391	1.9672	0.7312	1.3448	0	0	0	1.8156	1.2388	0	0	2.5509	0.0566
MZB1	3.5336	2.8934	2.9699	2.717	1.4699	1.2265	3.717	2.5777	3.2972	2.98	3.8099	3.4222	2.5286	2.8237	1.6229	3.373	3.1391	2.1827	0	1.7991	1.4222	1.3561	2.3248	2.9579	0.585	3.1699	2.1538	0.3505	3.1811	0.9855	0.516	3.6679	1.5945	3.1408	0	3.4692	3.5059	2.9819	1.7137	1.541	2.9203	1.3561	0	0	1.4168	0	2.8074	2.0356	2.4931	0	2.384	2.98	3.144	0.696	2.844	1.5509	1.3448	2.7463	2.126	2.5122	3.0036	3.7306	0.0144	2.8237	2.5084	0	1.0215	0	2.6668	2.211	1.4276	1.9241	3.116	0.0566	2.3161	2.0841	2.7442	0.0841	2.5185	0	0	3.9882	3.5033	3.116	2.067	2.0426	2.2079	2.4489	2.2265	3.9203	3.5844	2.5261	2.8043	0	2.8914	2.8992	1.8278	0	4.2346	1.6135
EEFSEC	2.0531	1.8639	0	1.4489	1.9336	0.5361	0.8718	0.6508	2.251	1.4489	2.2403	0	1.2869	0	1.6229	0	0	2.6668	1.7004	0	2.0179	1.3561	1.3161	0	1.6915	1.5509	1.8359	1.3561	0.585	0.3896	2.211	0.757	1.0072	1.2265	1.1375	0	1.9891	0.1506	0.0566	1.541	0	1.6554	2.3277	1.7004	1.0215	1.9298	0.4542	1	1.8953	1.0841	1.0356	1.2016	0	1.3561	0	1.2203	1.3448	0	1.7225	0	0.4436	0.9336	0.0144	1.2388	0.6135	1.4699	1.0215	1.3618	0	0.251	0	0	2.144	0.0566	0	1.4383	0	0.0841	1.406	0	1.254	0.1506	0	1.8934	0.6508	1.4436	1.2449	2.266	1.6229	0.7312	0	1.9184	0	1.8836	1.8156	1.8953	2.862	1.7268	1.844	2.2928
LACTB	2.278	1.2388	2.1227	1.4489	0.8953	1.5945	0.8718	1.7485	1.9855	1.0976	1.7866	1.3391	1.6915	2.0841	1.0144	2.1859	1.2449	0.7824	1.111	2.546	1.4222	1.3561	0	3.1416	2.6668	1.5509	0.7312	2.5008	0.585	2.4607	1.1953	0.757	1.0072	1.2265	1.1375	1.441	1.9891	1.9184	1.7137	1.541	1.2016	1.3561	0.3896	1.9298	1.0215	1.4594	0	1.4168	0.8953	1.0841	1.6554	2.5185	1.1375	0.696	1.8679	1.5509	1.3448	1.4168	2.8972	2.067	0.4436	0.9336	2.067	1.2388	1.3277	0	1.0215	0	1.3561	0.251	0	1.3219	1.4594	2.2234	1.3391	0	2.067	1.7991	1.406	2.7887	1.254	0.1506	0	1.263	1.3561	2.4621	1.516	1.3391	2.4542	2.1827	1.3448	2.254	2.8043	0	1.189	2.3089	1.8278	0	1.844	2.2928
TJP3	1.0704	1.2388	2.1227	0.8718	0	2.4489	1.9184	1.3561	2.4699	2.8359	1.1635	1.9298	1.2869	1.4276	1.6229	1.7782	1.2449	1.8278	1.7004	1.189	1.4222	1.3561	2.3248	2.742	1.9964	2.1827	2.1538	1.3561	0.585	1.406	1.585	2.257	1.5945	2.5033	2.0909	1.441	2.4033	1.9184	1.7137	2.6576	0	0.3896	1.9336	1.4222	1.0215	1.4594	2.406	1.4168	1.3391	1.0841	0	1.2016	0	1.3561	1.8679	1.5509	1.3448	0	1.1827	1.4168	1.7991	0.9336	1.4594	0	2.0197	0	1.0215	1.3618	0	0.251	2.0909	0	0	1.6135	0	1.4383	0	0.0841	2.0635	0	2.8379	0.1506	2.4343	1.263	0	1.4436	2.6893	1.852	1.6229	0	1.9964	0	0.8718	0	1.189	1.2388	1.1827	1.1243	0.0976	2.2928
NADSYN1	2.278	1.2388	1.7004	2.5097	0	1.5945	1.9184	1.7485	1.9855	2.511	2.546	1.3391	1.9964	2.8237	2.0635	2.5236	2.2839	1.8278	2.6826	0	1.4222	1.7824	2.6645	2.9579	1.6915	1.9146	1.8359	0.3505	0.585	2.0179	1.9336	1.8115	0	1.8156	1.4931	1.441	1.9891	0.1506	0.0566	0.0286	2.4699	0.9107	1.3618	1.1763	0	1.4594	2.1342	0.3896	1.8953	2.2957	1.0356	2.0875	1.7181	1.7824	1.8679	1.2203	1.3448	1.4168	1.7225	1.4168	1.0426	1.9928	0.0144	1.8359	2.0197	0	1.6182	3.1811	0	0.251	1.4276	1.9241	1.4594	0.0566	0	0	1.4594	0.0841	2.0635	0	0	0.1506	1.9964	0	0.6508	1.0976	1.2449	0.3896	1.2388	1.844	1.9964	1.9184	1.5008	0	1.8156	2.3089	2.862	2.1859	0.0976	0.0566
NEXN	0.4436	0	1.0426	0	0	1.9373	1.4594	1.3561	0	2.0635	1.7866	2.319	1.6915	2.516	1.0144	1.7782	1.2449	1.4168	0	2.2296	3.3248	1.7824	0	0	1.9964	1.5509	1.4168	1.6554	3.5423	0	2.211	1.2388	3.3205	3.6971	2.3132	2.0993	1.3561	1.9184	0.0566	0.0286	3.441	2.126	0	0.696	1.7225	1.4594	1.8639	2.8339	1.8953	2.6893	3.1827	2.98	3.144	2.5385	3.0522	1.2203	3.1293	3.6282	3.0721	2.067	2.844	0.9336	2.9928	2.5558	1.3277	3.0704	3.2965	1.9891	2.6668	2.8359	0	1.3219	2.144	2.6206	2.3161	3.4336	3.3448	2.4489	2.0635	2.4594	2.266	3.6323	2.4343	3.3161	3.1135	2.6415	1.2449	1.852	1.9672	1.4168	3.0505	1.9184	1.9819	1.8836	1.189	1.2388	1.8278	2.1859	0.0976	1.6135
PIK3C2A	2.0531	0	0	0.8718	1.4699	2.4489	0.8718	2.5777	1.275	0.4751	1.1635	0	1.6915	1.4276	1.0144	1.1635	0	1.4168	1.111	1.7991	0	0.6781	0	0	0	1.9146	2.1538	2.1243	1.7137	1.406	2.211	1.8115	1.9964	1.2265	0.4542	1.441	1.3561	0.1506	1.7137	1.541	0	1.6554	0	1.1763	1.9964	2.257	1.4906	2.257	1.6088	2.0635	1.6554	1.2016	2.1043	1.3561	1.8679	1.5509	1.9891	0	0	1.4168	1.0426	0.9336	0.0144	1.2388	1.3277	1.4699	1.0215	0	0	0.251	0	1.9241	1.4594	0.0566	0	0	0	0.0841	1.406	0	1.254	0.1506	1.3561	1.263	0.6508	0	1.516	1.6088	0.546	0	1.3448	2.5261	2.2957	1.8836	1.8156	1.2388	2.269	1.7268	2.5509	0.0566
NOL10	2.0531	1.2388	1.0426	0	0	2.2141	1.4594	2.0635	1.6599	1.0976	0	0	2.7257	0	1.0144	0	0	2.6668	2.6826	1.189	0	0	0	0	0	0.4854	1.4168	0	1.3161	0.9855	2.211	0	0	0	1.1375	2.0993	0	0.1506	1.7137	0.0286	0	0.9107	1.6915	2.5753	1.7225	2.257	0.4542	2.0356	1.3391	1.8074	0	2.0875	1.7181	1.7824	0	1.2203	1.3448	0	1.7225	1.4168	2.2898	1.9928	1.4594	1.8359	2.5084	0	0	1.9891	0	0.251	2.0909	1.3219	0	0.0566	1.9184	1.4383	2.067	0.0841	1.406	1.4276	0	0.1506	0	0	0.6508	1.7866	1.7866	0.903	2.4542	0	0	0.8953	1.5008	0	0	1.2388	1.1827	1.1243	0.0976	0.0566
NBN	1.7824	1.8639	0	2.2418	0.8953	0.5361	1.4594	0.6508	1.9855	1.4489	1.1635	0	1.9964	1.4276	2.4209	1.1635	1.2449	2.4489	2.437	1.7991	0	1.3561	1.9146	0	0	2.1827	1.8359	1.3561	1.7137	2.0179	1.1953	1.8115	1.0072	0	1.4931	0	0	0.1506	1.7137	0.0286	1.7949	1.3561	0.3896	2.269	1.0215	2.257	2.406	2.4489	0.8953	2.0635	0	0	1.1375	0	0	1.5509	0	0	0	1.4168	1.4383	0.9336	0.0144	0	0.6135	0	0	1.3618	0	0.251	0	0	1.4594	0.0566	1.3391	0	0	1.7991	0	1.4276	0	0.1506	1.3561	1.263	1.3561	1.4436	1.9964	0.903	1.9672	0.7312	1.3448	2.254	1.9819	1.2327	2.6346	0	1.8278	1.7268	1.844	1.6135
